            Время    Канал: 0    Канал: 1 
              212     -1.1548     -2.0898 
              212     -1.1646     -2.1387 
              212     -1.1841     -2.1997 
              212     -1.2231     -2.2681 
              212     -1.2524     -2.3389 
              213     -1.3037     -2.4072 
              213     -1.3037     -2.4780 
              213     -1.3330     -2.5586 
              213     -1.3330     -2.6172 
              213     -1.4136     -2.7075 
              213     -1.4331     -2.7466 
              213     -1.4624     -2.8076 
              213     -1.4722     -2.8662 
              213     -1.5234     -2.9248 
              213     -1.5527     -2.9663 
              214     -1.5820     -3.0444 
              214     -1.6113     -3.0957 
              214     -1.6016     -3.1250 
              214     -1.6309     -3.1836 
              214     -1.6406     -3.2251 
              214     -1.7017     -3.2739 
              214     -1.7114     -3.3252 
              214     -1.7310     -3.3740 
              214     -1.7603     -3.4131 
              214     -1.7822     -3.4546 
              215     -1.8115     -3.4937 
              215     -1.8506     -3.5229 
              215     -1.8506     -3.5522 
              215     -1.8701     -3.5840 
              215     -1.9116     -3.5938 
              215     -1.9312     -3.6328 
              215     -1.9604     -3.6328 
              215     -1.9409     -3.6523 
              215     -1.9507     -3.6621 
              215     -1.9995     -3.6719 
              216     -1.9604     -3.6621 
              216     -1.9702     -3.6523 
              216     -1.9897     -3.6230 
              216     -1.9995     -3.5938 
              216     -1.9702     -3.4839 
              216     -1.9800     -3.3740 
              216     -1.9897     -3.2739 
              216     -1.9897     -3.1836 
              216     -1.9702     -3.0762 
              216     -1.9604     -2.9956 
              217     -1.9897     -2.9053 
              217     -1.9604     -2.8271 
              217     -1.9604     -2.7368 
              217     -1.9409     -2.6465 
              217     -1.9604     -2.5488 
              217     -1.9507     -2.4683 
              217     -1.9116     -2.3877 
              217     -1.9409     -2.2998 
              217     -1.9409     -2.1997 
              217     -1.9507     -2.0898 
              218     -1.9604     -2.0190 
              218     -1.9214     -1.9214 
              218     -1.9116     -1.8115 
              218     -1.9116     -1.6919 
              218     -1.9214     -1.5820 
              218     -1.9409     -1.4722 
              218     -1.9116     -1.3428 
              218     -1.9409     -1.2231 
              218     -1.9604     -1.0840 
              218     -1.9214     -0.9644 
              219     -1.9116     -0.8350 
              219     -1.8994     -0.7251 
              219     -1.8994     -0.6055 
              219     -1.8994     -0.4980 
              219     -1.8799     -0.3882 
              219     -1.9116     -0.2881 
              219     -1.8701     -0.1782 
              219     -1.8799     -0.0781 
              219     -1.8994      0.0195 
              219     -1.8701      0.1196 
              220     -1.8604      0.2197 
              220     -1.8896      0.3296 
              220     -1.9116      0.4395 
              220     -1.8604      0.5371 
              220     -1.8408      0.6372 
              220     -1.8701      0.7275 
              220     -1.8408      0.8472 
              220     -1.7822      0.9351 
              220     -1.7700      1.0254 
              220     -1.7505      1.1255 
              221     -1.6626      1.1938 
              221     -1.5820      1.2646 
              221     -1.4429      1.3232 
              221     -1.3428      1.4038 
              221     -1.2231      1.4746 
              221     -1.1230      1.5430 
              221     -1.0059      1.5942 
              221     -0.9253      1.6528 
              221     -0.8765      1.7114 
              221     -0.7861      1.7529 
              222     -0.7764      1.7920 
              222     -0.6958      1.8530 
              222     -0.6567      1.9019 
              222     -0.6177      1.9727 
              222     -0.5762      2.0117 
              222     -0.5273      2.0801 
              222     -0.4883      2.1313 
              222     -0.4663      2.1899 
              222     -0.4272      2.2510 
              222     -0.3979      2.3096 
              223     -0.3467      2.3901 
              223     -0.3467      2.4683 
              223     -0.3174      2.5586 
              223     -0.2686      2.6294 
              223     -0.2783      2.7075 
              223     -0.1978      2.7686 
              223     -0.1880      2.8076 
              223     -0.1685      2.8882 
              223     -0.1196      2.9370 
              223     -0.0879      2.9956 
              224     -0.0684      3.0469 
              224     -0.0195      3.0957 
              224     -0.0391      3.1470 
              224      0.0000      3.2056 
              224      0.0513      3.2544 
              224      0.0610      3.3057 
